,Relative_yield_change,Crop,yield_of_CT,Latitude,Longitude,Years_since_CT_started,Crop_rotation_CT,Crop_rotation_NT,ST,Soil_cover_in_CT,Soil_cover_in_CT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin
3862,-0.2131,maize,7180.0,19.52,-98.83,18,1,1,0,1486.0,1486.0,0.0,0.0,750.0,659.37,90.63,12.34286,23.2259,5.94151
3863,1.738,maize,2710.0,19.52,-98.83,19,1,1,0,1486.0,1015.0,0.0,0.0,825.6,683.263,142.337,13.01429,22.67812,6.4591
3864,0.1067,maize,3280.0,19.52,-98.83,19,1,1,0,1486.0,1486.0,0.0,0.0,825.6,683.263,142.337,13.01429,22.67812,6.4591
3865,0.439,maize,3850.0,19.52,-98.83,14,1,1,0,1486.0,1015.0,0.0,0.0,1222.7,707.708,514.992,12.51429,22.15133,7.95546
3866,0.3976,maize,4200.0,19.52,-98.83,14,1,1,0,1486.0,1015.0,0.0,0.0,1222.7,707.708,514.992,12.51429,22.15133,7.95546
3867,-0.2276,maize,3690.0,19.52,-98.83,14,1,1,0,1486.0,1486.0,0.0,0.0,1222.7,707.708,514.992,12.51429,22.15133,7.95546
3868,-0.6356,maize,3430.0,19.52,-98.83,14,1,1,0,1486.0,1486.0,0.0,0.0,1222.7,707.708,514.992,12.51429,22.15133,7.95546
3869,-0.1423,maize,2810.0,19.52,-98.83,16,1,1,0,1486.0,1015.0,0.0,0.0,841.9,670.672,171.228,12.41429,22.00519,7.05137
3870,-0.2689,maize,3310.0,19.52,-98.83,16,1,1,0,1486.0,1015.0,0.0,0.0,841.9,670.672,171.228,12.41429,22.00519,7.05137
3871,-0.3032,maize,3430.0,19.52,-98.83,16,1,1,0,1486.0,1486.0,0.0,0.0,841.9,670.672,171.228,12.41429,22.00519,7.05137
3872,-0.4067,maize,2680.0,19.52,-98.83,16,1,1,0,1486.0,1486.0,0.0,0.0,841.9,670.672,171.228,12.41429,22.00519,7.05137
3873,0.1611,maize,5710.0,19.52,-98.83,18,1,1,0,1486.0,1015.0,0.0,0.0,750.0,659.37,90.63,12.34286,23.2259,5.94151
3874,-0.2925,maize,5880.0,19.52,-98.83,18,1,1,0,1486.0,1486.0,0.0,0.0,750.0,659.37,90.63,12.34286,23.2259,5.94151
3895,-0.3623,maize,11400.0,44.87,20.33,22,1,1,0,1486.0,1486.0,0.0,0.0,521.1,518.82,2.28,18.37143,28.16035,8.35861
3896,-0.4301,maize,12090.0,44.87,20.33,22,1,1,0,1486.0,1486.0,0.0,0.0,521.1,518.82,2.28,18.37143,28.16035,8.35861
3897,-0.5299,maize,10700.0,44.87,20.33,22,1,1,0,1486.0,1486.0,0.0,0.0,521.1,518.82,2.28,18.37143,28.16035,8.35861
3898,-0.5793,maize,9270.0,44.87,20.33,23,1,1,0,1486.0,1486.0,0.0,0.0,201.1,556.621,-355.521,19.92857,32.23464,10.08076
3899,-0.6532,maize,8680.0,44.87,20.33,23,1,1,0,1486.0,1486.0,0.0,0.0,201.1,556.621,-355.521,19.92857,32.23464,10.08076
3900,-0.7654,maize,8440.0,44.87,20.33,23,1,1,0,1486.0,1486.0,0.0,0.0,201.1,556.621,-355.521,19.92857,32.23464,10.08076
3901,-0.1477,maize,8600.0,44.87,20.33,24,1,1,0,1486.0,1486.0,0.0,0.0,652.7,521.411,131.289,17.97143,29.63389,7.03558
3902,-0.3007,maize,9510.0,44.87,20.33,24,1,1,0,1486.0,1486.0,0.0,0.0,652.7,521.411,131.289,17.97143,29.63389,7.03558
3903,-0.5481,maize,8850.0,44.87,20.33,24,1,1,0,1486.0,1486.0,0.0,0.0,652.7,521.411,131.289,17.97143,29.63389,7.03558
3904,-0.1357,maize,9580.0,44.87,20.33,25,1,1,0,1486.0,1486.0,0.0,0.0,343.2,531.363,-188.163,18.55714,30.01398,6.87157
3905,-0.1598,maize,10260.0,44.87,20.33,25,1,1,0,1486.0,1486.0,0.0,0.0,343.2,531.363,-188.163,18.55714,30.01398,6.87157
3906,-0.1719,maize,10240.0,44.87,20.33,25,1,1,0,1486.0,1486.0,0.0,0.0,343.2,531.363,-188.163,18.55714,30.01398,6.87157
3907,-0.2475,maize,8850.0,44.87,20.33,26,1,1,0,1486.0,1486.0,0.0,0.0,349.9,541.295,-191.395,18.98571,32.13131,5.97867
3908,-0.3374,maize,8980.0,44.87,20.33,26,1,1,0,1486.0,1486.0,0.0,0.0,349.9,541.295,-191.395,18.98571,32.13131,5.97867
3909,-0.3763,maize,8690.0,44.87,20.33,26,1,1,0,1486.0,1486.0,0.0,0.0,349.9,541.295,-191.395,18.98571,32.13131,5.97867
3910,-0.0575,maize,14090.0,44.87,20.33,27,1,1,0,1486.0,1486.0,0.0,0.0,511.0,513.454,-2.454,17.84286,27.75401,8.77322
3911,-0.1361,maize,14250.0,44.87,20.33,27,1,1,0,1486.0,1486.0,0.0,0.0,511.0,513.454,-2.454,17.84286,27.75401,8.77322
3912,-0.3941,maize,14540.0,44.87,20.33,27,1,1,0,1486.0,1486.0,0.0,0.0,511.0,513.454,-2.454,17.84286,27.75401,8.77322
3913,-0.0537,maize,14700.0,44.87,20.33,28,1,1,0,1486.0,1486.0,0.0,0.0,371.1,498.976,-127.876,17.58571,27.40335,7.70542
3914,-0.4978,maize,13800.0,44.87,20.33,28,1,1,0,1486.0,1486.0,0.0,0.0,371.1,498.976,-127.876,17.58571,27.40335,7.70542
3915,-0.5506,maize,13130.0,44.87,20.33,28,1,1,0,1486.0,1486.0,0.0,0.0,371.1,498.976,-127.876,17.58571,27.40335,7.70542
3916,-0.1612,maize,12720.0,44.87,20.33,29,1,1,0,1486.0,1486.0,0.0,0.0,398.0,535.596,-137.596,18.21429,29.7739,9.02815
3917,-0.4256,maize,13510.0,44.87,20.33,29,1,1,0,1486.0,1486.0,0.0,0.0,398.0,535.596,-137.596,18.21429,29.7739,9.02815
3918,-0.4554,maize,10080.0,44.87,20.33,29,1,1,0,1486.0,1486.0,0.0,0.0,398.0,535.596,-137.596,18.21429,29.7739,9.02815
3919,-0.1173,maize,6480.0,44.87,20.33,30,1,1,0,1486.0,1486.0,0.0,0.0,375.6,552.309,-176.709,18.85714,31.47928,6.71796
3920,-0.2152,maize,9200.0,44.87,20.33,30,1,1,0,1486.0,1486.0,0.0,0.0,375.6,552.309,-176.709,18.85714,31.47928,6.71796
3921,-0.3165,maize,9100.0,44.87,20.33,30,1,1,0,1486.0,1486.0,0.0,0.0,375.6,552.309,-176.709,18.85714,31.47928,6.71796
3922,-0.43,maize,8790.0,44.87,20.33,31,1,1,0,1486.0,1486.0,0.0,0.0,274.8,541.274,-266.474,18.92857,29.82978,8.56115
3923,-0.5579,maize,10270.0,44.87,20.33,31,1,1,0,1486.0,1486.0,0.0,0.0,274.8,541.274,-266.474,18.92857,29.82978,8.56115
3924,-0.7666,maize,9640.0,44.87,20.33,31,1,1,0,1486.0,1486.0,0.0,0.0,274.8,541.274,-266.474,18.92857,29.82978,8.56115
3925,-0.0127,maize,9430.0,43.32,-81.5,7,1,1,1,1486.0,1015.0,0.0,0.0,720.4,520.345,200.055,16.36667,25.74929,5.59633
3926,-0.0144,maize,9040.0,43.32,-81.5,7,1,1,1,1486.0,1015.0,0.0,0.0,720.4,520.345,200.055,16.36667,25.74929,5.59633
3931,-0.312,maize,9230.0,43.63,-80.03,1,1,1,0,1486.0,1015.0,0.0,0.0,527.1000137,441.4342338,85.666,15.95000013,26.6362541,5.018897764
3932,-0.158,maize,10380.0,43.63,-80.03,2,1,1,0,1486.0,1015.0,0.0,0.0,494.7,472.374,22.326,16.58333,27.52769,5.4467
3933,-0.0931,maize,8490.0,43.63,-80.03,3,1,1,0,1486.0,1015.0,0.0,0.0,499.3,446.6,52.7,16.03333,25.37778,6.16022
3934,-0.185,maize,6270.0,43.52,-79.94,2,1,1,0,1486.0,1015.0,0.0,0.0,499.3,446.6,52.7,16.03333,25.37778,6.16022
3939,0.1441,maize,6660.0,43.0,-80.08,14,0,0,2,1486.0,1015.0,0.0,0.0,249.9,486.537,-236.637,17.73333,25.59522,7.54019
3940,0.0501,maize,7380.0,43.0,-80.08,14,0,0,2,1486.0,1015.0,0.0,0.0,249.9,486.537,-236.637,17.73333,25.59522,7.54019
3941,-0.0086,maize,6990.0,43.0,-80.08,14,0,0,2,1486.0,1015.0,0.0,0.0,249.9,486.537,-236.637,17.73333,25.59522,7.54019
3942,-0.084,maize,7020.0,43.0,-80.08,14,0,0,2,1486.0,1015.0,0.0,0.0,249.9,486.537,-236.637,17.73333,25.59522,7.54019
3943,0.0836,maize,8010.0,36.38,-79.69,1,1,1,0,1486.0,1015.0,0.0,0.0,697.8,552.795,145.005,19.96667,29.51864,6.93195
3944,0.7545,maize,2200.0,36.38,-79.69,4,1,1,0,1486.0,1015.0,0.0,0.0,733.5,594.217,139.283,21.8,32.52586,7.40057
3945,-0.2008,maize,2540.0,36.38,-79.69,4,1,1,0,1486.0,1015.0,0.0,0.0,733.5,594.217,139.283,21.8,32.52586,7.40057
3946,0.6777,maize,4220.0,36.38,-79.69,5,1,1,0,1486.0,1015.0,0.0,0.0,538.4,595.625,-57.225,21.05,32.2319,7.10583
3947,0.633,maize,4060.0,36.38,-79.69,5,1,1,0,1486.0,1015.0,0.0,0.0,538.4,595.625,-57.225,21.05,32.2319,7.10583
3958,0.0523,maize,8757.0,35.33,110.1,7,1,1,0,1486.0,1015.0,0.0,0.0,353.6,423.968,-70.368,19.22,28.41125,5.12454
3959,-0.0921,maize,9244.0,35.33,110.1,8,1,1,0,1486.0,1015.0,0.0,0.0,328.5,436.997,-108.497,18.64,29.40154,3.51329
3960,0.064,maize,10607.0,35.33,110.1,10,1,1,0,1486.0,1015.0,0.0,0.0,443.7,431.219,12.481,18.64,28.80748,2.59857
3965,-0.0322,maize,3318.0,37.5,112.5,2,1,1,0,1486.0,1015.0,0.0,0.0,310.2,469.464,-159.264,22.9,29.42001,8.76957
3966,-0.2121,maize,6967.0,37.5,112.5,3,1,1,0,1486.0,1015.0,0.0,0.0,400.0,450.886,-50.886,22.3,29.9373,9.46676
3967,-0.2168,maize,6324.0,37.5,112.5,4,1,1,0,1486.0,1015.0,0.0,0.0,452.0,432.966,19.034,22.06,27.99201,9.04353
3968,-0.0688,maize,5885.0,37.5,112.5,11,1,1,0,1486.0,1015.0,0.0,0.0,489.7,430.86,58.84,22.3,28.11063,11.6023
3969,-0.1263,maize,5290.0,37.5,112.5,12,1,1,0,1486.0,1015.0,0.0,0.0,381.7,441.69,-59.99,22.26,28.69421,10.67545
3970,-0.1432,maize,5076.0,37.5,112.5,13,1,1,0,1486.0,1015.0,0.0,0.0,405.2,447.945,-42.745,23.86,30.97464,11.51271
3971,0.0244,maize,4874.0,37.5,112.5,14,1,1,0,1486.0,1015.0,0.0,0.0,424.2,458.787,-34.587,23.34,30.29687,11.63358
3972,-0.1622,maize,7498.0,37.5,112.5,15,1,1,0,1486.0,1015.0,0.0,0.0,434.8,455.791,-20.991,23.38,29.05709,10.78784
3973,-0.0797,maize,6438.0,37.5,112.5,16,1,1,0,1486.0,1015.0,0.0,0.0,290.1,464.075,-173.975,22.82,29.74644,10.25183
3980,-0.0321,maize,6847.0,34.3,-86.02,12,1,1,0,1486.0,1015.0,0.0,0.0,660.3,589.067,71.233,23.05,32.42423,11.67686
3981,-0.1051,maize,5558.0,34.3,-86.02,12,1,1,0,1486.0,1015.0,0.0,0.0,660.3,589.067,71.233,23.05,32.42423,11.67686
3982,-0.129,maize,6474.0,34.3,-86.02,12,1,1,0,1486.0,1015.0,0.0,0.0,660.3,589.067,71.233,23.05,32.42423,11.67686
3983,-0.1492,maize,7019.0,34.3,-86.02,12,1,1,0,1486.0,1015.0,0.0,0.0,660.3,589.067,71.233,23.05,32.42423,11.67686
3984,0.0847,maize,3354.0,34.3,-86.02,14,1,1,0,1486.0,1015.0,0.0,0.0,542.6,642.077,-99.477,22.13333,35.02888,6.68193
3985,0.066,maize,4241.0,34.3,-86.02,14,1,1,0,1486.0,1015.0,0.0,0.0,542.6,642.077,-99.477,22.13333,35.02888,6.68193
3986,0.0343,maize,4545.0,34.3,-86.02,14,1,1,0,1486.0,1015.0,0.0,0.0,542.6,642.077,-99.477,22.13333,35.02888,6.68193
3987,-0.201,maize,3751.0,34.3,-86.02,14,1,1,0,1486.0,1015.0,0.0,0.0,542.6,642.077,-99.477,22.13333,35.02888,6.68193
3988,-0.0328,maize,8104.0,34.3,-86.02,15,1,1,0,1486.0,1015.0,0.0,0.0,838.3,595.544,242.756,21.96667,30.85223,9.8688
3989,-0.0331,maize,8228.0,34.3,-86.02,15,1,1,0,1486.0,1015.0,0.0,0.0,838.3,595.544,242.756,21.96667,30.85223,9.8688
3990,-0.0743,maize,8132.0,34.3,-86.02,15,1,1,0,1486.0,1015.0,0.0,0.0,838.3,595.544,242.756,21.96667,30.85223,9.8688
3991,-0.1764,maize,9195.0,34.3,-86.02,15,1,1,0,1486.0,1015.0,0.0,0.0,838.3,595.544,242.756,21.96667,30.85223,9.8688
3992,0.0726,maize,6117.0,34.3,-86.02,16,1,1,0,1486.0,1015.0,0.0,0.0,632.2,642.644,-10.444,22.4,33.63775,8.52692
3993,0.0417,maize,6408.0,34.3,-86.02,16,1,1,0,1486.0,1015.0,0.0,0.0,632.2,642.644,-10.444,22.4,33.63775,8.52692
3994,-0.14,maize,5920.0,34.3,-86.02,16,1,1,0,1486.0,1015.0,0.0,0.0,632.2,642.644,-10.444,22.4,33.63775,8.52692
3995,-0.256,maize,6038.0,34.3,-86.02,16,1,1,0,1486.0,1015.0,0.0,0.0,632.2,642.644,-10.444,22.4,33.63775,8.52692
3996,-0.1714,maize,9510.0,34.3,-86.02,17,1,1,0,1486.0,1015.0,0.0,0.0,724.0,628.795,95.205,21.78333,31.13493,6.42071
3997,-0.2069,maize,9318.0,34.3,-86.02,17,1,1,0,1486.0,1015.0,0.0,0.0,724.0,628.795,95.205,21.78333,31.13493,6.42071
3998,-0.3555,maize,8148.0,34.3,-86.02,17,1,1,0,1486.0,1015.0,0.0,0.0,724.0,628.795,95.205,21.78333,31.13493,6.42071
3999,-0.3963,maize,8473.0,34.3,-86.02,17,1,1,0,1486.0,1015.0,0.0,0.0,724.0,628.795,95.205,21.78333,31.13493,6.42071
4000,-0.0849,maize,7513.0,34.3,-86.02,18,1,1,0,1486.0,1015.0,0.0,0.0,894.4,595.343,299.057,20.88333,32.00902,6.33477
4001,-0.2169,maize,8383.0,34.3,-86.02,18,1,1,0,1486.0,1015.0,0.0,0.0,894.4,595.343,299.057,20.88333,32.00902,6.33477
4002,-0.2312,maize,8777.0,34.3,-86.02,18,1,1,0,1486.0,1015.0,0.0,0.0,894.4,595.343,299.057,20.88333,32.00902,6.33477
4003,-0.2537,maize,6751.0,34.3,-86.02,18,1,1,0,1486.0,1015.0,0.0,0.0,894.4,595.343,299.057,20.88333,32.00902,6.33477
4004,-0.1119,maize,7595.0,34.3,-86.02,19,1,1,0,1486.0,1015.0,0.0,0.0,619.4,646.371,-26.971,23.25,32.34329,8.52078
4005,-0.1616,maize,7010.0,34.3,-86.02,19,1,1,0,1486.0,1015.0,0.0,0.0,619.4,646.371,-26.971,23.25,32.34329,8.52078
4006,-0.6168,maize,5741.0,34.3,-86.02,19,1,1,0,1486.0,1015.0,0.0,0.0,619.4,646.371,-26.971,23.25,32.34329,8.52078
4007,-0.6844,maize,6235.0,34.3,-86.02,19,1,1,0,1486.0,1015.0,0.0,0.0,619.4,646.371,-26.971,23.25,32.34329,8.52078
4008,0.2635,maize,10409.0,34.3,-86.02,22,1,1,0,1486.0,1015.0,0.0,0.0,799.6,609.677,189.923,22.01667,31.09053,10.40166
4009,0.2398,maize,9394.0,34.3,-86.02,22,1,1,0,1486.0,1015.0,0.0,0.0,799.6,609.677,189.923,22.01667,31.09053,10.40166
4010,0.1805,maize,10750.0,34.3,-86.02,22,1,1,0,1486.0,1015.0,0.0,0.0,799.6,609.677,189.923,22.01667,31.09053,10.40166
4011,-0.0534,maize,11508.0,34.3,-86.02,22,1,1,0,1486.0,1015.0,0.0,0.0,799.6,609.677,189.923,22.01667,31.09053,10.40166
4044,-0.1696,maize,7288.0,40.25,-85.15,3,1,1,0,1486.0,1015.0,0.0,0.0,518.8,531.091,-12.291,18.9,29.14876,1.58776
4045,-0.1623,maize,6918.0,40.25,-85.15,4,1,1,0,1486.0,1015.0,0.0,0.0,335.8,534.445,-198.645,18.88333,31.67139,1.97819
4046,-0.0736,maize,5883.0,40.25,-85.15,5,1,1,0,1486.0,1015.0,0.0,0.0,737.0,493.374,243.626,18.21667,29.02979,4.58544
4047,-0.0819,maize,7815.0,40.25,-85.15,6,1,1,0,1486.0,1015.0,0.0,0.0,773.0,482.841,290.159,18.0,27.72907,5.10311
4048,-0.0362,maize,8473.0,39.03,-85.52,3,1,1,0,1486.0,1015.0,0.0,0.0,470.9,555.409,-84.509,20.48333,30.42576,2.4852
4049,-0.0501,maize,3889.0,39.03,-85.52,4,1,1,0,1486.0,1015.0,0.0,0.0,527.4,554.448,-27.048,20.1,32.13412,3.14611
4050,-0.0253,maize,11609.0,40.47,-86.98,13,1,1,0,1486.0,1015.0,0.0,0.0,561.1,540.171,20.929,19.55,30.23676,1.81497
4051,-0.0513,maize,10882.0,40.47,-86.98,13,1,1,0,1486.0,1015.0,0.0,0.0,561.1,540.171,20.929,19.55,30.23676,1.81497
4052,-0.0657,maize,9358.0,40.47,-86.98,14,1,1,0,1486.0,1015.0,0.0,0.0,335.4,546.436,-211.036,19.68333,32.4931,2.44523
4053,-0.0675,maize,8266.0,40.47,-86.98,14,1,1,0,1486.0,1015.0,0.0,0.0,335.4,546.436,-211.036,19.68333,32.4931,2.44523
4054,0.0148,maize,11409.0,40.47,-86.98,15,1,1,0,1486.0,1015.0,0.0,0.0,604.2,507.199,97.001,18.6,29.51555,5.9568
4055,-0.248,maize,11685.0,40.47,-86.98,15,1,1,0,1486.0,1015.0,0.0,0.0,604.2,507.199,97.001,18.6,29.51555,5.9568
4056,0.0036,maize,12092.0,40.47,-86.98,16,1,1,0,1486.0,1015.0,0.0,0.0,719.1,490.112,228.988,18.5,28.35973,5.22823
4057,-0.1025,maize,12061.0,40.47,-86.98,16,1,1,0,1486.0,1015.0,0.0,0.0,719.1,490.112,228.988,18.5,28.35973,5.22823
4058,-0.0259,maize,8210.0,40.47,-86.98,17,1,1,0,1486.0,1015.0,0.0,0.0,404.1,543.628,-139.528,20.65,30.93442,7.87919
4059,-0.1606,maize,7495.0,40.47,-86.98,17,1,1,0,1486.0,1015.0,0.0,0.0,404.1,543.628,-139.528,20.65,30.93442,7.87919
4060,-0.0358,maize,11384.0,40.47,-86.98,19,1,1,0,1486.0,1015.0,0.0,0.0,880.2,494.027,386.173,18.56667,29.32043,4.41404
4061,-0.2025,maize,11208.0,40.47,-86.98,19,1,1,0,1486.0,1015.0,0.0,0.0,880.2,494.027,386.173,18.56667,29.32043,4.41404
4062,-0.0568,maize,13460.0,40.47,-86.98,20,1,1,0,1486.0,1015.0,0.0,0.0,414.8,525.415,-110.615,18.63333,29.7984,7.28592
4063,-0.4383,maize,13466.0,40.47,-86.98,20,1,1,0,1486.0,1015.0,0.0,0.0,414.8,525.415,-110.615,18.63333,29.7984,7.28592
4090,-0.0441,maize,10624.0,45.47,-73.75,2,1,1,0,1486.0,1015.0,0.0,0.0,454.6,500.97,-46.37,17.03333,28.03758,4.98223
4091,-0.1034,maize,8440.0,45.47,-73.75,2,1,1,0,1486.0,1015.0,0.0,0.0,454.6,500.97,-46.37,17.03333,28.03758,4.98223
4092,-0.1957,maize,14172.0,45.47,-73.75,3,1,1,0,1486.0,1015.0,0.0,0.0,572.1,492.007,80.093,15.98333,27.16554,1.73544
4093,-0.2546,maize,13831.0,45.47,-73.75,3,1,1,0,1486.0,1015.0,0.0,0.0,572.1,492.007,80.093,15.98333,27.16554,1.73544
4094,-0.0315,maize,14840.0,45.47,-73.75,4,1,1,0,1486.0,1015.0,0.0,0.0,655.8,487.45,168.35,16.18333,25.99166,2.8238
4095,-0.2275,maize,15479.0,45.47,-73.75,4,1,1,0,1486.0,1015.0,0.0,0.0,655.8,487.45,168.35,16.18333,25.99166,2.8238
4096,-0.1704,maize,19315.0,45.47,-73.75,5,1,1,0,1486.0,1015.0,0.0,0.0,469.9,482.423,-12.523,15.76667,25.6944,2.79841
4097,-0.1819,maize,21269.0,45.47,-73.75,5,1,1,0,1486.0,1015.0,0.0,0.0,469.9,482.423,-12.523,15.76667,25.6944,2.79841
4111,-0.2735,maize,3510.0,40.8,-96.67,2,1,1,0,1486.0,1015.0,0.0,0.0,619.2,579.474,39.726,20.5,33.02875,1.94775
4112,-0.3882,maize,3220.0,40.8,-96.67,2,1,1,0,1486.0,1015.0,0.0,0.0,619.2,579.474,39.726,20.5,33.02875,1.94775
4113,-0.0637,maize,5810.0,40.8,-96.67,3,1,1,0,1486.0,1015.0,0.0,0.0,411.2,580.728,-169.528,21.43333,33.24197,3.26011
4114,-0.0658,maize,7300.0,40.8,-96.67,3,1,1,0,1486.0,1015.0,0.0,0.0,411.2,580.728,-169.528,21.43333,33.24197,3.26011
4115,-0.0576,maize,8160.0,40.8,-96.67,4,1,1,0,1486.0,1015.0,0.0,0.0,636.9,535.245,101.655,19.71667,31.8859,4.8187
4116,-0.0634,maize,7730.0,40.8,-96.67,4,1,1,0,1486.0,1015.0,0.0,0.0,636.9,535.245,101.655,19.71667,31.8859,4.8187
4117,0.0067,maize,8890.0,40.8,-96.67,5,1,1,0,1486.0,1015.0,0.0,0.0,569.0,554.804,14.196,20.45,31.07792,4.70649
4118,-0.35,maize,7600.0,40.8,-96.67,5,1,1,0,1486.0,1015.0,0.0,0.0,569.0,554.804,14.196,20.45,31.07792,4.70649
4119,0.1416,maize,4520.0,40.8,-96.67,6,1,1,0,1486.0,1015.0,0.0,0.0,355.8,548.01,-192.21,20.76667,32.67062,4.19659
4120,-0.1519,maize,3160.0,40.8,-96.67,6,1,1,0,1486.0,1015.0,0.0,0.0,355.8,548.01,-192.21,20.76667,32.67062,4.19659
4121,-0.123,maize,6830.0,40.8,-96.67,8,1,1,0,1486.0,1015.0,0.0,0.0,1027.5,504.866,522.634,18.36667,29.26888,4.1768
4122,-0.3949,maize,5850.0,40.8,-96.67,8,1,1,0,1486.0,1015.0,0.0,0.0,1027.5,504.866,522.634,18.36667,29.26888,4.1768
4123,-0.0997,maize,10230.0,40.8,-96.67,9,1,1,0,1486.0,1015.0,0.0,0.0,616.1,573.728,42.372,19.55,28.75747,5.77022
4124,-0.1774,maize,8570.0,40.8,-96.67,9,1,1,0,1486.0,1015.0,0.0,0.0,616.1,573.728,42.372,19.55,28.75747,5.77022
4125,0.0381,maize,2360.0,40.8,-96.67,10,1,1,0,1486.0,1015.0,0.0,0.0,509.6,541.266,-31.666,19.35,33.61996,4.84391
4126,-0.1288,maize,5590.0,40.8,-96.67,10,1,1,0,1486.0,1015.0,0.0,0.0,509.6,541.266,-31.666,19.35,33.61996,4.84391
4127,-0.0893,maize,9740.0,40.8,-96.67,11,1,1,0,1486.0,1015.0,0.0,0.0,806.4,537.739,268.661,18.8,29.28899,5.86404
4128,-0.1044,maize,7660.0,40.8,-96.67,11,1,1,0,1486.0,1015.0,0.0,0.0,806.4,537.739,268.661,18.8,29.28899,5.86404
4129,-0.1588,maize,7370.0,40.8,-96.67,12,1,1,0,1486.0,1015.0,0.0,0.0,537.4,554.393,-16.993,19.51667,31.51285,5.7009
4130,-0.2662,maize,6800.0,40.8,-96.67,12,1,1,0,1486.0,1015.0,0.0,0.0,537.4,554.393,-16.993,19.51667,31.51285,5.7009
4131,-0.0663,maize,9960.0,40.8,-96.67,13,1,1,0,1486.0,1015.0,0.0,0.0,659.5,567.388,92.112,20.88333,30.79197,7.39909
4132,-0.1345,maize,8550.0,40.8,-96.67,13,1,1,0,1486.0,1015.0,0.0,0.0,659.5,567.388,92.112,20.88333,30.79197,7.39909
4133,0.0609,maize,8040.0,40.8,-96.67,14,1,1,0,1486.0,1015.0,0.0,0.0,512.8,557.173,-44.373,19.7,32.74878,2.94235
4134,-0.0921,maize,7060.0,40.8,-96.67,14,1,1,0,1486.0,1015.0,0.0,0.0,512.8,557.173,-44.373,19.7,32.74878,2.94235
4135,0.4619,maize,4590.0,40.8,-96.67,15,1,1,0,1486.0,1015.0,0.0,0.0,510.9,574.225,-63.325,21.08333,32.57732,6.57518
4136,0.2927,maize,4920.0,40.8,-96.67,15,1,1,0,1486.0,1015.0,0.0,0.0,510.9,574.225,-63.325,21.08333,32.57732,6.57518
4137,0.007,maize,5700.0,40.8,-96.67,16,1,1,0,1486.0,1015.0,0.0,0.0,671.3,577.806,93.494,20.15,32.17956,5.23656
4138,-0.1582,maize,7460.0,40.8,-96.67,16,1,1,0,1486.0,1015.0,0.0,0.0,671.3,577.806,93.494,20.15,32.17956,5.23656
4167,0.1189,maize,4880.0,41.52,-99.87,5,1,1,2,1486.0,1015.0,0.0,0.0,480.8,518.995,-38.195,17.36667,29.7583,2.0238
4168,-0.0093,maize,6420.0,41.52,-99.87,6,1,1,2,1486.0,1015.0,0.0,0.0,377.0,498.367,-121.367,17.03333,31.36214,3.60353
4169,-0.1353,maize,1700.0,41.52,-99.87,7,1,1,2,1486.0,1015.0,0.0,0.0,427.8,541.065,-113.265,17.85,32.92859,3.59009
4170,0.0402,maize,4730.0,41.52,-99.87,5,1,1,2,1486.0,1015.0,0.0,0.0,480.8,518.995,-38.195,17.36667,29.7583,2.0238
4171,-0.0324,maize,7100.0,41.52,-99.87,6,1,1,2,1486.0,1015.0,0.0,0.0,377.0,498.367,-121.367,17.03333,31.36214,3.60353
4172,-0.5805,maize,1740.0,41.52,-99.87,7,1,1,2,1486.0,1015.0,0.0,0.0,427.8,541.065,-113.265,17.85,32.92859,3.59009
4223,0.2364,maize,9010.0,23.9,91.32,1,1,1,0,1486.0,1015.0,0.0,0.0,1319.4,385.2,934.2,28.525,32.53722,25.76134
4224,0.1364,maize,9900.0,23.9,91.32,1,1,1,0,1486.0,1015.0,0.0,0.0,1319.4,385.2,934.2,28.525,32.53722,25.76134
4225,0.3131,maize,8880.0,23.9,91.32,2,1,1,0,1486.0,1015.0,0.0,0.0,964.5,386.3,578.2,28.675,33.52842,25.72533
4226,0.0714,maize,10360.0,23.9,91.32,2,1,1,0,1486.0,1015.0,0.0,0.0,964.5,386.3,578.2,28.675,33.52842,25.72533
4275,-0.0297,maize,7649.0,35.67,107.87,1,1,1,0,1486.0,1015.0,0.0,0.0,237.4,403.373,-165.973,16.96,29.09027,2.10085
4276,0.0223,maize,9050.0,35.67,107.87,2,0,0,0,1486.0,1015.0,0.0,0.0,331.2,430.361,-99.161,16.76,28.86081,3.28446
4277,0.0907,maize,9133.0,35.67,107.87,3,0,0,0,1486.0,1015.0,0.0,0.0,320.1,406.935,-86.835,16.04,28.3571,1.87061
4278,0.0351,maize,7471.0,35.67,107.87,4,0,0,0,1486.0,1015.0,0.0,0.0,213.1,415.56,-202.46,17.24,28.30306,3.01697
4279,-0.0904,maize,9688.0,35.67,107.87,5,0,0,0,1486.0,1015.0,0.0,0.0,329.4,409.06,-79.66,17.46,29.6094,1.26928
4280,0.0143,maize,3918.0,35.67,107.87,6,0,0,0,1486.0,1015.0,0.0,0.0,337.8,450.882,-113.082,17.22,28.89948,2.38381
4281,0.0157,maize,10485.0,35.67,107.87,7,0,0,0,1486.0,1015.0,0.0,0.0,255.0,402.269,-147.269,16.6,27.01016,2.36357
4303,-0.0783,maize,6553.0,51.33,-85.33,2,1,1,3,1486.0,1015.0,0.0,0.0,262.0,379.32,-117.32,11.15,22.09153,-0.10379
